request_id,concurrency,status_code,latency_seconds,prompt_tokens,completion_tokens,total_tokens,tokens_per_second,prompt,output,error_text
c8_r23,8,404,0.0082,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r27,8,404,0.0055,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r29,8,404,0.0042,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r25,8,404,0.0087,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r28,8,404,0.0074,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r26,8,404,0.007,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r24,8,404,0.011,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r30,8,404,0.0059,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r32,8,404,0.004,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r31,8,404,0.006,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r3,16,404,0.0095,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r17,16,404,0.0172,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r11,16,404,0.0094,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r13,16,404,0.0115,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r19,16,404,0.0138,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r7,16,404,0.0065,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r5,16,404,0.0092,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r9,16,404,0.0118,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r14,16,404,0.0082,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r4,16,404,0.0113,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r1,16,404,0.0088,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r10,16,404,0.0117,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r6,16,404,0.0087,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r2,16,404,0.013,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r20,16,404,0.0076,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r8,16,404,0.0225,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r12,16,404,0.0093,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r15,16,404,0.0193,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r16,16,404,0.0044,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r27,16,404,0.0069,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r18,16,404,0.0173,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r22,16,404,0.0096,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r24,16,404,0.0122,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r25,16,404,0.0139,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r28,16,404,0.0108,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r26,16,404,0.012,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r23,16,404,0.0164,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r29,16,404,0.0077,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r31,16,404,0.0058,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r21,16,404,0.0207,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r32,16,404,0.0055,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c16_r30,16,404,0.0078,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
